20

0	75	42	56	18	49	86	49	38	55	26	64	28	42	92	5	16	59	52	33	
87	0	36	57	65	81	16	79	84	69	52	76	69	67	6	74	97	75	42	63	
42	33	0	45	25	64	36	60	52	47	25	45	43	43	44	41	59	53	26	28	
58	51	44	0	45	34	42	33	75	24	49	16	82	23	55	62	56	23	64	64	
16	72	31	51	0	48	52	38	44	34	8	50	27	41	60	13	21	53	32	28	
57	90	54	29	48	0	66	9	96	14	41	14	84	13	73	59	36	10	90	76	
82	14	30	38	59	62	0	70	85	51	52	54	79	53	15	64	79	53	51	58	
38	76	59	34	37	8	66	0	68	14	33	17	61	9	72	48	34	17	83	66	
35	75	56	76	34	79	84	70	0	85	49	93	10	85	77	29	49	88	37	24	
51	66	41	24	42	12	60	12	66	0	34	7	65	3	71	47	36	10	70	70	
20	57	25	48	8	42	44	38	50	33	0	40	37	28	71	25	23	45	36	37	
48	63	50	16	49	16	44	16	92	8	41	0	75	12	58	51	51	7	77	76	
28	75	39	68	26	75	64	63	11	72	35	73	0	70	89	20	38	79	33	15	
47	69	39	24	32	14	52	9	77	3	35	11	67	0	72	48	39	10	60	70	
82	7	41	60	61	80	16	74	89	69	71	75	71	70	0	93	89	75	56	68	
5	76	47	71	16	54	71	44	30	49	22	51	25	43	90	0	21	57	43	36	
15	98	49	63	27	40	70	35	59	43	28	51	43	32	92	19	0	51	55	57	
51	72	51	24	50	8	67	15	100	9	44	7	67	12	63	63	47	0	77	84	
47	44	25	78	34	73	42	79	37	75	44	73	27	63	57	49	70	66	0	15	
36	48	26	80	31	68	61	73	25	57	30	79	16	67	64	31	57	82	13	0	

0	19	5	91	98	96	11	85	70	68	7	70	17	56	27	86	89	52	28	87	
25	0	36	85	51	14	1	66	9	55	33	47	84	79	81	67	48	8	32	29	
88	80	0	46	45	45	86	53	25	93	88	72	64	7	56	79	89	20	59	68	
20	11	53	0	78	14	61	56	96	66	37	24	57	98	6	3	86	22	70	15	
60	33	61	81	0	48	7	27	73	83	81	13	36	15	1	45	64	85	37	68	
45	98	33	38	0	0	81	30	7	89	63	83	57	0	96	12	21	90	63	13	
16	87	6	72	79	52	0	35	11	58	91	67	55	73	60	43	5	18	85	75	
17	52	91	18	82	58	11	0	66	31	83	39	27	33	3	6	87	55	35	67	
26	96	55	59	45	17	12	42	0	75	78	77	33	37	56	49	7	92	49	67	
60	88	71	31	21	81	53	81	79	0	36	18	6	24	61	82	0	21	12	20	
88	4	81	70	42	38	89	11	69	11	0	94	76	85	47	87	41	74	97	0	
80	4	79	71	31	87	85	26	16	28	63	0	5	9	28	35	27	98	5	58	
92	69	52	81	68	43	56	67	89	97	24	12	0	11	65	98	64	16	18	0	
35	76	50	36	24	10	38	54	3	30	37	16	95	0	13	21	36	23	66	41	
82	90	93	79	38	14	82	23	38	4	57	99	41	99	0	40	62	78	89	67	
50	87	93	81	69	81	94	21	49	88	24	46	24	74	37	0	88	74	47	26	
75	7	58	18	65	35	86	69	89	48	31	90	44	65	71	17	0	24	15	62	
4	98	11	97	53	34	23	48	69	8	84	80	57	75	44	35	63	0	75	75	
50	95	90	56	90	42	54	32	0	61	82	7	62	9	39	98	52	98	0	54	
4	20	79	89	63	25	10	43	87	52	25	22	90	14	30	12	93	91	96	0	
