20

0	66	65	75	79	44	66	14	26	20	73	82	66	97	78	8	13	49	77	61	
83	0	10	49	4	34	62	76	55	52	10	77	19	46	39	70	62	33	61	58	
78	11	0	33	5	42	43	75	61	57	19	82	13	32	30	63	66	36	51	47	
72	46	38	0	43	54	14	54	62	71	49	41	31	14	13	68	68	61	19	21	
63	5	5	44	0	32	58	67	56	57	14	87	17	43	34	69	67	44	53	59	
35	29	33	55	37	0	49	39	19	22	26	80	29	62	67	34	27	10	70	52	
64	60	51	14	54	59	0	53	62	56	61	29	34	32	28	50	59	57	24	10	
15	83	75	67	77	41	55	0	42	28	78	59	49	76	64	12	29	58	79	40	
22	46	49	67	50	21	74	36	0	10	53	98	42	76	82	29	10	22	79	50	
19	56	64	67	58	20	64	28	8	0	50	72	46	78	63	18	7	26	79	44	
72	10	23	52	15	26	57	66	47	53	0	89	22	50	42	62	48	27	82	68	
70	75	75	39	88	73	29	63	82	88	100	0	64	53	46	66	72	94	34	29	
65	15	11	29	16	26	36	53	45	50	19	65	0	31	30	57	50	30	59	44	
87	38	34	15	37	55	30	80	70	86	49	52	39	0	4	79	72	65	26	39	
81	39	29	14	38	57	32	72	83	60	47	55	32	4	0	68	90	73	24	37	
8	66	65	67	76	33	50	11	24	16	61	77	59	86	65	0	15	45	82	45	
12	61	65	67	56	25	72	26	10	8	60	87	48	76	67	17	0	30	84	50	
49	38	43	56	38	11	75	55	19	27	23	95	35	72	58	50	35	0	77	69	
76	61	56	23	67	83	29	86	97	74	67	37	58	26	25	90	84	73	0	39	
59	50	48	21	56	58	11	42	66	48	67	34	38	36	36	39	48	57	31	0	

0	0	0	0	2	0	92	0	78	0	16	0	0	0	80	0	0	81	76	0	
78	0	75	0	0	43	0	0	97	49	84	0	21	0	0	0	0	0	69	11	
0	0	0	0	0	99	62	38	3	0	54	40	0	32	16	0	22	0	0	26	
0	0	0	0	83	60	48	16	0	50	13	0	0	25	12	0	92	25	0	52	
92	90	69	13	0	0	64	0	0	0	0	0	0	0	74	6	0	99	0	0	
0	88	0	0	80	0	93	81	21	0	36	0	0	77	0	66	0	41	0	42	
91	43	0	0	0	44	0	1	54	0	45	22	45	0	0	0	35	9	39	22	
0	0	50	88	28	43	0	0	51	0	0	0	0	0	34	0	2	46	0	0	
63	0	0	0	0	95	0	0	0	61	0	4	0	0	0	0	0	81	0	0	
5	95	0	59	86	94	67	73	68	0	0	95	0	98	29	0	0	0	74	72	
90	0	0	83	0	0	66	74	0	43	0	0	0	75	68	0	0	78	0	53	
0	0	0	0	0	0	16	0	94	0	68	0	12	0	24	65	0	6	0	84	
14	0	0	0	0	0	83	92	0	86	0	55	0	0	25	0	25	10	1	50	
29	23	0	0	61	54	75	50	28	0	0	0	85	0	77	89	70	40	0	70	
0	0	71	75	0	0	10	14	0	0	0	66	0	0	0	94	82	40	0	17	
69	0	61	66	0	0	89	0	3	75	0	0	0	47	0	0	0	28	0	51	
11	0	28	0	0	0	0	33	0	58	54	0	90	95	0	0	0	42	18	0	
0	40	15	0	60	0	0	85	0	35	56	17	0	70	0	0	3	0	0	30	
99	0	0	16	0	0	26	0	0	0	27	0	84	0	93	0	98	0	0	0	
45	85	0	86	0	0	0	0	80	0	29	0	57	51	0	0	0	0	6	0	
